t,mode,q1,q2,q3,q4,q5,q6,ee_x,ee_y,ee_z,des_x,des_y,des_z
36.3103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.3205,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.3307,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.3409,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.3508,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.3604,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.3711,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.3815,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.3913,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4013,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4112,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4207,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4305,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4409,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4506,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4604,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4711,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4810,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.4905,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5005,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5106,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5211,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5307,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5460,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5550,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5626,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5713,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5866,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.5933,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.6067,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.6178,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.6304,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.6579,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.6724,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.6875,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7032,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7118,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7214,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7305,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7435,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7512,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7606,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7706,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7817,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.7908,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8009,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8106,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8206,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8307,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8404,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8507,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8608,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8717,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8813,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.8911,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9015,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9106,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9211,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9312,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9410,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9507,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9606,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9718,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9823,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
36.9906,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0007,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0105,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0205,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0309,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0417,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0507,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0609,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0713,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0813,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.0909,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1006,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1114,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1206,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1321,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1411,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1511,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1607,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1712,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1809,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.1905,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2207,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2319,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2404,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2604,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2710,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2817,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.2918,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3006,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3118,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3206,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3317,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3416,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3508,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3717,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3821,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.3908,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4005,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4109,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4206,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4313,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4411,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4621,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4716,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4812,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.4908,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5005,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5105,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5207,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5315,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5409,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5506,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5723,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5819,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.5903,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6009,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6115,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6204,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6306,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6413,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6506,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6615,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6714,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6804,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.6918,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7204,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7308,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7418,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7514,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7604,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7709,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7815,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.7908,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8005,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8204,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8310,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8405,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8507,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8609,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8708,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8809,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.8916,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9012,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9105,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9209,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9323,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9411,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9510,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9606,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9713,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9815,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
37.9917,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0005,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0206,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0319,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0410,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0506,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0605,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0713,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0820,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.0905,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1015,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1112,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1214,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1308,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1424,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1518,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1606,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1707,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1813,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.1907,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2022,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2206,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2321,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2414,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2508,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2616,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2718,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2815,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.2913,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3014,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3114,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3211,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3323,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3410,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3508,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3610,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3710,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3813,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
38.3906,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
