t,mode,q1,q2,q3,q4,q5,q6,ee_x,ee_y,ee_z,des_x,des_y,des_z
59.4806,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.4904,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5008,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5203,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5317,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5403,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5718,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5809,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.5904,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6004,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6206,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6304,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6418,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6510,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6605,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6710,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6806,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.6904,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7204,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7308,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7404,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7718,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7814,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.7905,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8136,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8218,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8310,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8410,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8524,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8636,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8715,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8870,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.8923,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9006,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9206,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9305,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9415,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9511,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9607,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9712,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9877,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
59.9935,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0005,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0213,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0325,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0403,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0714,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0810,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.0904,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1204,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1314,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1414,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1611,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1713,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1821,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.1905,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2004,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2107,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2205,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2321,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2407,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2506,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2605,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2713,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2823,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.2907,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3005,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3105,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3205,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3319,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3404,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3615,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3712,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3817,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.3904,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4207,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4314,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4403,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4503,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4712,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4806,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.4905,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5004,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5205,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5314,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5404,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5505,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5604,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5714,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5805,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.5904,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6004,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6204,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6309,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6416,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6505,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6604,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6705,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6814,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.6905,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7105,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7204,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7317,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7404,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7708,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7807,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.7904,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8212,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8305,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8416,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8505,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8612,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8711,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8815,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.8906,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9205,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9318,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9406,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9713,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9813,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
60.9904,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0004,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0104,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0205,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0320,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0403,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0714,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0809,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.0905,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1204,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1313,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1413,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1509,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1614,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1714,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1815,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.1914,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2006,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2106,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2206,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2321,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2404,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2504,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2604,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2711,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2822,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.2936,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3004,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3105,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3216,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3321,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3422,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3515,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3604,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3710,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3805,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.3905,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4003,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4205,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4303,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4420,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4505,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4603,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4711,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4804,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.4916,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.5004,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.5103,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
61.5204,joint,0.800000,0.000000,0.000000,0.000000,0.000000,0.000000,1.393413,1.434712,0.000000,1.393413,1.434712,0.000000
